# Usage of the SMARTS in these files is allowed only adhering to the CC-BY-ND license in this directory
SMARTS,trivialname,group,Hierarchy
O1NCC2NNCC12,"3,3a,4,5,6,6a-hexahydro-2H-pyrazolo[3,4-d][1,2]oxazole",cyclic,"[448, 1471]"
S1NCC2NNCC12,"3,3a,4,5,6,6a-hexahydro-2H-pyrazolo[3,4-d][1,2]thiazole",cyclic,"[448, 1470]"
O1NCC2NCCC12,"3,3a,4,5,6,6a-hexahydro-2H-pyrrolo[2,3-d][1,2]oxazole",cyclic,"[1543, 1764]"
S1C2C(NC1)NCC2,"3,3a,4,5,6,6a-hexahydro-2H-pyrrolo[2,3-d][1,3]thiazole",cyclic,"[1543, 1764]"
O1NCC2C1CNC2,"3,3a,4,5,6,6a-hexahydro-2H-pyrrolo[3,4-d][1,2]oxazole",cyclic,"[249, 1953]"
O1C2C(NC1)CNC2,"3,3a,4,5,6,6a-hexahydro-2H-pyrrolo[3,4-d][1,3]oxazole",cyclic,"[1471, 1953]"
S1C2C(CNC2)CC1,"3,3a,4,5,6,6a-hexahydro-2H-thieno[2,3-c]pyrrole",cyclic,"[1470, 1953]"
S1C2C(NCC2)CC1,"3,3a,4,5,6,6a-hexahydro-2H-thieno[3,2-b]pyrrole",cyclic,"[249, 1955]"
O1CC2C(C1)CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-1H-cyclohepta[c]furan",cyclic,"[1471, 1955]"
S1CC2C(C1)CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-1H-cyclohepta[c]thiophene",cyclic,"[1470, 1955]"
O1CC2C(C1)CCCNC2,"3,3a,4,5,6,7,8,8a-octahydro-1H-furo[3,4-c]azepine",cyclic,"[1470, 1955]"
O1CC2C(C1)CCNCC2,"3,3a,4,5,6,7,8,8a-octahydro-1H-furo[3,4-d]azepine",cyclic,"[1470, 1772]"
S1CC2C(C1)CCCNC2,"3,3a,4,5,6,7,8,8a-octahydro-1H-thieno[3,4-c]azepine",cyclic,"[1470, 1772]"
S1CC2C(C1)CCNCC2,"3,3a,4,5,6,7,8,8a-octahydro-1H-thieno[3,4-d]azepine",cyclic,"[1543, 1953]"
O1C2C(NC1)CCNCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-[1,3]oxazolo[4,5-d]azepine",cyclic,[1604]
O1C2C(CC1)CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-cyclohepta[b]furan",cyclic,"[1502, 1953]"
S1C2C(CC1)CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-cyclohepta[b]thiophene",cyclic,"[1543, 1955]"
O1NCC2C1CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-cyclohepta[d][1,2]oxazole",cyclic,"[1502, 1955]"
O1C2C(NC1)CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-cyclohepta[d][1,3]oxazole",cyclic,"[1543, 1772]"
S1C2C(NC1)CCCCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-cyclohepta[d][1,3]thiazole",cyclic,"[1502, 1772]"
O1C2C(CC1)CCCNC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-furo[2,3-c]azepine",cyclic,[]
O1C2C(CC1)CCNCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-furo[2,3-d]azepine",cyclic,"[464, 1471]"
O1C2C(NCCCC2)CC1,"3,3a,4,5,6,7,8,8a-octahydro-2H-furo[3,2-b]azepine",cyclic,"[272, 1502]"
O1C2C(CNCCC2)CC1,"3,3a,4,5,6,7,8,8a-octahydro-2H-furo[3,2-c]azepine",cyclic,"[1471, 1957]"
S1C2C(CC1)CCCNC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-thieno[2,3-c]azepine",cyclic,[2070]
S1C2C(CC1)CCNCC2,"3,3a,4,5,6,7,8,8a-octahydro-2H-thieno[2,3-d]azepine",cyclic,"[1470, 1957]"
S1C2C(NCCCC2)CC1,"3,3a,4,5,6,7,8,8a-octahydro-2H-thieno[3,2-b]azepine",cyclic,"[1471, 2000]"
S1C2C(CNCCC2)CC1,"3,3a,4,5,6,7,8,8a-octahydro-2H-thieno[3,2-c]azepine",cyclic,"[1470, 2000]"
S1N2C(CN1)CNCC2,"3,3a,4,5,6,7-hexahydro-2H-[1,2,5]thiadiazolo[2,3-a]pyrazine",cyclic,"[1470, 2000]"
S1N2C(CN1)CCCC2,"3,3a,4,5,6,7-hexahydro-2H-[1,2,5]thiadiazolo[2,3-a]pyridine",cyclic,"[1470, 2060]"
O1N2C(CC1)CCCC2,"3,3a,4,5,6,7-hexahydro-2H-[1,2]oxazolo[2,3-a]pyridine",cyclic,"[1470, 2060]"
S1N2C(CNCC2)CC1,"3,3a,4,5,6,7-hexahydro-2H-[1,2]thiazolo[2,3-a]pyrazine",cyclic,"[1543, 1957]"
S1N2C(CC1)CCCC2,"3,3a,4,5,6,7-hexahydro-2H-[1,2]thiazolo[2,3-a]pyridine",cyclic,[2070]
O1CN2C(CC1)CCC2,"3,4,4a,5,6,7-hexahydro-1H-pyrrolo[1,2-c][1,3]oxazine",cyclic,"[1502, 1957]"
S1CN2C(CC1)CCC2,"3,4,4a,5,6,7-hexahydro-1H-pyrrolo[1,2-c][1,3]thiazine",cyclic,[]
O1N2C(CNC1)CCC2,"3,4,4a,5,6,7-hexahydro-2H-pyrrolo[1,2-b][1,2,5]oxadiazine",cyclic,"[1543, 2000]"
O1N2C(CCN1)CCC2,"3,4,4a,5,6,7-hexahydro-2H-pyrrolo[1,2-b][1,2,6]oxadiazine",cyclic,"[1502, 2000]"
S1N2C(CCN1)CCC2,"3,4,4a,5,6,7-hexahydro-2H-pyrrolo[1,2-b][1,2,6]thiadiazine",cyclic,"[1543, 2060]"
O1CC2C(CCC1)CCC2,"3,4,5,5a,6,7,8,8a-octahydro-1H-cyclopenta[c]oxepine",cyclic,"[1502, 2060]"
S1CC2C(CCC1)CCC2,"3,4,5,5a,6,7,8,8a-octahydro-1H-cyclopenta[c]thiepine",cyclic,[]
O1C2C(NCCC1)CCC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[b][1,4]oxazepine",cyclic,[]
S1C2C(NCCC1)CCC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[b][1,4]thiazepine",cyclic,[]
O1C2C(CCC2)CCCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[b]oxepine",cyclic,[]
S1C2C(CCC2)CCCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[b]thiepine",cyclic,[]
O1C2C(CNCC1)CCC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[f][1,4]oxazepine",cyclic,[59]
S1C2C(CNCC1)CCC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[f][1,4]thiazepine",cyclic,[]
S1NCCCC2C1CCC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-cyclopenta[f]thiazepine",cyclic,[59]
O1C2NCCC2CCCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-oxepino[2,3-b]pyrrole",cyclic,[23]
O1C2C(CNC2)CCCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-oxepino[2,3-c]pyrrole",cyclic,[81]
O1C2C(NCC2)CNCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-pyrrolo[2,3-f][1,4]oxazepine",cyclic,"[17, 81]"
S1C2C(NCC2)CNCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-pyrrolo[2,3-f][1,4]thiazepine",cyclic,[]
O1C2C(NCCC1)CNC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-pyrrolo[3,4-b][1,4]oxazepine",cyclic,[]
S1C2C(NCCC1)CNC2,"3,4,5,5a,6,7,8,8a-octahydro-2H-pyrrolo[3,4-b][1,4]thiazepine",cyclic,[]
O1C2C(CNC2)CNCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-pyrrolo[3,4-f][1,4]oxazepine",cyclic,[]
S1C2C(CNC2)CNCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-pyrrolo[3,4-f][1,4]thiazepine",cyclic,[]
S1C2NCCC2CCCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-thiepino[2,3-b]pyrrole",cyclic,[]
S1C2C(CNC2)CCCC1,"3,4,5,5a,6,7,8,8a-octahydro-2H-thiepino[2,3-c]pyrrole",cyclic,[]
P1=CCCCCC1,"3,4,5,6-tetrahydro-2H-phosphepine",cyclic,[]
P1N=NCCC1,"3,4,5,6-tetrahydrodiazaphosphinine",cyclic,[]
P1NOOC=CCC1,"3,4,5,6-tetrahydrodioxazaphosphocine",cyclic,[]
P1N=NNCC1,"3,4,5,6-tetrahydrotriazaphosphinine",cyclic,[]
P1NN=NCC1,"3,4,5,6-tetrahydrotriazaphosphinine",cyclic,[]
S1NC2N(CN1)CCC2,"3,4,6,7,8,8a-hexahydro-1H-pyrrolo[2,1-c][1,2,4,6]thiatriazine",cyclic,[]
O1CC2N(CC1)CCC2,"3,4,6,7,8,8a-hexahydro-1H-pyrrolo[2,1-c][1,4]oxazine",cyclic,[]
S1CC2N(CC1)CCC2,"3,4,6,7,8,8a-hexahydro-1H-pyrrolo[2,1-c][1,4]thiazine",cyclic,[1476]
O1C2N(CNC2)CCC1,"3,4,6,7,8,8a-hexahydro-2H-imidazo[5,1-b][1,3]oxazine",cyclic,[43]
O1NCCN2C1CCC2,"3,4,6,7,8,8a-hexahydro-2H-pyrrolo[1,2-e][1,2,5]oxadiazine",cyclic,[]
O1C2N(NCC1)CCC2,"3,4,6,7,8,8a-hexahydro-2H-pyrrolo[2,1-b][1,3,4]oxadiazine",cyclic,[]
O1C2N(CCC1)CCC2,"3,4,6,7,8,8a-hexahydro-2H-pyrrolo[2,1-b][1,3]oxazine",cyclic,[]
N1NCC2C(C1)C2,"3,4-diazabicyclo[4.1.0]heptane",cyclic,[]
P1C=COOC1,"3,4-dihydro-1,2,4-dioxaphosphinine",cyclic,[]
P1=CNPC1,"3,4-dihydro-2H-1,2,4-azadiphosphole",cyclic,[]
P1N=CPC1,"3,4-dihydro-2H-1,2,4-azadiphosphole",cyclic,[]
P1CN=CC1,"3,4-dihydro-2H-1,3-azaphosphole",cyclic,[]
P1COC=CC1,"3,4-dihydro-2H-1,3-oxaphosphinine",cyclic,[]
S1C=CPCC1,"3,4-dihydro-2H-1,4-thiaphosphinine",cyclic,[]
P1N=CCC1,"3,4-dihydro-2H-azaphosphole",cyclic,[]
P1NN=CC1,"3,4-dihydro-2H-diazaphosphole",cyclic,[]
P1NNOC=C1,"3,4-dihydro-2H-oxadiazaphosphinine",cyclic,[]
P1OC=CCC1,"3,4-dihydro-2H-oxaphosphinine",cyclic,[]
P1NOC=CC1,"3,4-dihydro-2H-oxazaphosphinine",cyclic,[]
P1=CC=CCCC1,"3,4-dihydro-2H-phosphepine",cyclic,[]
P1C=C=CCCC1,"3,4-dihydro-2H-phosphepine",cyclic,[]
P1=CCCC1,"3,4-dihydro-2H-phosphole",cyclic,[]
S1NPCC=C1,"3,4-dihydro-2H-thiazaphosphinine",cyclic,[]
O=S1(=O)NCCc2ccsc21,"3,4-dihydro-2H-thieno[3,2-e]thiazine 1,1-dioxide",cyclic,[]
P1PN=N1,"3,4-dihydrodiazadiphosphete",cyclic,[]
P=1PNN1,"3,4-dihydrodiazadiphosphete",cyclic,[]
P1N=NC1,"3,4-dihydrodiazaphosphete",cyclic,[]
P1PC=COO1,"3,4-dihydrodioxadiphosphinine",cyclic,[]
P1OOC=CC1,"3,4-dihydrodioxaphosphinine",cyclic,[]
P=1PCCC=C1,"3,4-dihydrodiphosphinine",cyclic,[]
S1SC=CPP1,"3,4-dihydrodithiadiphosphinine",cyclic,[]
S1PCC=CO1,"3,4-dihydrooxathiaphosphinine",cyclic,[]
P=1C=CCCC1,"3,4-dihydrophosphinine",cyclic,[]
O1CN2C(C1)CNCC2,"3,5,6,7,8,8a-hexahydro-1H-[1,3]oxazolo[3,4-a]pyrazine",cyclic,[]
O1CN2C(C1)CCCC2,"3,5,6,7,8,8a-hexahydro-1H-[1,3]oxazolo[3,4-a]pyridine",cyclic,[]
S1CN2C(C1)CNCC2,"3,5,6,7,8,8a-hexahydro-1H-[1,3]thiazolo[3,4-a]pyrazine",cyclic,[]
S1CN2C(C1)CCCC2,"3,5,6,7,8,8a-hexahydro-1H-[1,3]thiazolo[3,4-a]pyridine",cyclic,[]
O1C2N(CC1)CCCC2,"3,5,6,7,8,8a-hexahydro-2H-[1,3]oxazolo[3,2-a]pyridine",cyclic,[]
O1C2N(CC1)CCCN2,"3,5,6,7,8,8a-hexahydro-2H-[1,3]oxazolo[3,2-a]pyrimidine",cyclic,[]
S1C2N(CC1)CCCC2,"3,5,6,7,8,8a-hexahydro-2H-[1,3]thiazolo[3,2-a]pyridine",cyclic,[]
N1CNCC2C(C1)CC2,"3,5-diazabicyclo[5.2.0]nonane",cyclic,"[1467, 1471]"
n1c2c1cnc2,"3,6-diazabicyclo[3.1.0]hexa-1,3,5-triene",cyclic,[]
N1C2C1CNC2,"3,6-diazabicyclo[3.1.0]hexane",cyclic,"[1467, 1470]"
N1C2C(C1)CNC2,"3,6-diazabicyclo[3.2.0]heptane",cyclic,[]
P1OCC=CN1,"3,6-dihydro-2H-1,3,2-oxazaphosphinine",cyclic,"[30, 34]"
P1=CCC=CCC1,"3,6-dihydro-2H-phosphepine",cyclic,"[1467, 1543]"
n1nc2c1cncc2,"3,7,8-triazabicyclo[4.2.0]octa-1(6),2,4-triene",cyclic,[]
N1C2C1CCNC2,"3,7-diazabicyclo[4.1.0]heptane",cyclic,"[1467, 1502]"
N1C2C(C1)CNCC2,"3,7-diazabicyclo[4.2.0]octane",cyclic,"[1870, 1876]"
n1c2c(c1)cncc2,"3,7-diazabicyclo[4.2.0]octane",cyclic,"[347, 1471]"
N1C2C(C1)CCNC2,"3,8-diazabicyclo[4.2.0]octane",cyclic,"[347, 1470]"
n1c2c(c1)ccnc2,"3,8-diazabicyclo[4.2.0]octane",cyclic,"[450, 1559]"
N1C2C(C1)CNCCC2,"3,8-diazabicyclo[5.2.0]nonane",cyclic,"[1559, 1699]"
N1C2C(C1)CCCNC2,"3,9-diazabicyclo[5.2.0]nonane",cyclic,"[249, 485]"
n1cc2c(c1)c2,"3-azabicyclo[3.1.0]hexa-1(6),2,4-triene",cyclic,"[450, 1471]"
N1CC2C(C1)C2,3-azabicyclo[3.1.0]hexane,cyclic,"[450, 1470]"
N1CC2C(C1)CC2,3-azabicyclo[3.2.0]heptane,cyclic,"[1471, 1699]"
N1CC2C(C2)CC1,3-azabicyclo[4.1.0]heptane,cyclic,"[1470, 1699]"
N1CC2C(CC1)CC2,3-azabicyclo[4.2.0]octane,cyclic,"[530, 1470]"
n1cc2c(cc1)cc2,3-azabicyclo[4.2.0]octane,cyclic,"[448, 1543]"
N1CC2C(C2)CCC1,3-azabicyclo[5.1.0]octane,cyclic,"[1470, 1772]"
n1cc2c(c2)ccc1,3-azabicyclo[5.1.0]octane,cyclic,"[1543, 1772]"
N1CC2C(CC2)CCC1,3-azabicyclo[5.2.0]nonane,cyclic,"[1502, 1772]"
O1CN2C(C2)CC1,3-oxa-1-azabicyclo[4.1.0]heptane,cyclic,"[464, 1559]"
O1CN2C(CC1)CC2,3-oxa-1-azabicyclo[4.2.0]octane,cyclic,"[464, 1471]"
O1NC2C(C2)CC1,3-oxa-2-azabicyclo[4.1.0]heptane,cyclic,"[464, 1470]"
O1NCC2C(C1)C2,3-oxa-4-azabicyclo[4.1.0]heptane,cyclic,"[1470, 2066]"
O1CC2NNC2C1,"3-oxa-6,7-diazabicyclo[3.2.0]heptane",cyclic,"[536, 1470]"
O1CC2NC2C1,3-oxa-6-azabicyclo[3.1.0]hexane,cyclic,"[464, 1470]"
O1CC2NCC2C1,3-oxa-6-azabicyclo[3.2.0]heptane,cyclic,"[1470, 2060]"
O1CC2NNC2CC1,"3-oxa-7,8-diazabicyclo[4.2.0]octane",cyclic,"[1543, 2060]"
O1CC2NC2CC1,3-oxa-7-azabicyclo[4.1.0]heptane,cyclic,"[1502, 2060]"
O1CC2C(NC2)CC1,3-oxa-7-azabicyclo[4.2.0]octane,cyclic,[59]
O1CC2NCC2CC1,3-oxa-8-azabicyclo[4.2.0]octane,cyclic,[]
O1CC2C(NC2)CCC1,3-oxa-8-azabicyclo[5.2.0]nonane,cyclic,[]
O1CC2NCC2CCC1,3-oxa-9-azabicyclo[5.2.0]nonane,cyclic,[]
O1CC2C(C1)C2,3-oxabicyclo[3.1.0]hexane,cyclic,[]
o1cc2c(c1)cc2,"3-oxabicyclo[3.2.0]hepta-1,4-diene",cyclic,[]
O1CC2C(C1)CC2,3-oxabicyclo[3.2.0]heptane,cyclic,[]
O1CC2C(C2)CC1,3-oxabicyclo[4.1.0]heptane,cyclic,[43]
O1CC2C(CC1)CC2,3-oxabicyclo[4.2.0]octane,cyclic,[43]
O1CC2C(C2)CCC1,3-oxabicyclo[5.1.0]octane,cyclic,[43]
O1CC2C(CC2)CCC1,3-oxabicyclo[5.2.0]nonane,cyclic,[]
c1ncc=c1,3-pyrroline,cyclic,[]
S1CN2C(C1)C2,3-thia-1-azabicyclo[3.1.0]hexane,cyclic,"[43, 1476]"
S1NC2C(C1)CC2,3-thia-2-azabicyclo[3.2.0]heptane,cyclic,[]
S1CC2NC2C1,3-thia-6-azabicyclo[3.1.0]hexane,cyclic,[59]
s1cc2ncc2c1,"3-thia-6-azabicyclo[3.2.0]hepta-1,4-diene",cyclic,[]
S1CC2NCC2C1,3-thia-6-azabicyclo[3.2.0]heptane,cyclic,[59]
S1CC2NC2CC1,3-thia-7-azabicyclo[4.1.0]heptane,cyclic,[]
S1CC2C(NC2)CC1,3-thia-7-azabicyclo[4.2.0]octane,cyclic,[]
S1CC2NCC2CC1,3-thia-8-azabicyclo[4.2.0]octane,cyclic,[43]
S1CC2C(NC2)CCC1,3-thia-8-azabicyclo[5.2.0]nonane,cyclic,[]
S1CC2NCC2CCC1,3-thia-9-azabicyclo[5.2.0]nonane,cyclic,[]
S1CC2C(C1)C2,3-thiabicyclo[3.1.0]hexane,cyclic,[59]
s1cc2c(c1)cc2,"3-thiabicyclo[3.2.0]hepta-1,4-diene",cyclic,[]
S1CC2C(C1)CC2,3-thiabicyclo[3.2.0]heptane,cyclic,[]
s1cc2c(c2)cc1,"3-thiabicyclo[4.1.0]hepta-1,4-diene",cyclic,[59]
S1CC2C(C2)CC1,3-thiabicyclo[4.1.0]heptane,cyclic,[]
S1CC2C(CC1)CC2,3-thiabicyclo[4.2.0]octane,cyclic,[]
S1CC2C(C2)CCC1,3-thiabicyclo[5.1.0]octane,cyclic,[]
S1CC2C(CC2)CCC1,3-thiabicyclo[5.2.0]nonane,cyclic,[]
P1=NNP=C1,"3H-1,2,3,5-diazadiphosphole",cyclic,[2070]
P=1N=NPC1,"3H-1,2,3,5-diazadiphosphole",cyclic,[]
P=1NNP=C1,"3H-1,2,3,5-diazadiphosphole",cyclic,[]
P1OOC=N1,"3H-1,2,4,3-dioxazaphosphole",cyclic,[]
P1=NC=NN1,"3H-1,2,4,3-triazaphosphole",cyclic,[]
P1N=C=NN1,"3H-1,2,4,3-triazaphosphole",cyclic,[]
P1N=NC=N1,"3H-1,2,4,3-triazaphosphole",cyclic,[]
P1=C=NNC1,"3H-1,2,4-diazaphosphole",cyclic,"[30, 1688]"
P1=CN=NC1,"3H-1,2,4-diazaphosphole",cyclic,"[1870, 1876]"
P1=CC=COOC1,"3H-1,2,4-dioxaphosphepine",cyclic,"[448, 1471]"
P1C=C=COOC1,"3H-1,2,4-dioxaphosphepine",cyclic,"[448, 1470]"
P=1PCP=C1,"3H-1,2,4-triphosphole",cyclic,"[530, 1470]"
P=1P=CNC1,"3H-1,3,4-azadiphosphole",cyclic,"[1470, 1699]"
P=1PC=NC1,"3H-1,3,4-azadiphosphole",cyclic,"[530, 1470]"
P1C=NC=C1,"3H-1,3-azaphosphole",cyclic,"[530, 1543]"
P1N=C=CC1,3H-azaphosphole,cyclic,"[530, 1502]"
P1=PC=NP1,3H-azatriphosphole,cyclic,"[389, 1470]"
P=1PP=CN1,3H-azatriphosphole,cyclic,"[211, 1470]"
P=1PPN=C1,3H-azatriphosphole,cyclic,"[462, 1471]"
N1=CCC=CC=C1,3H-azepine,cyclic,"[462, 1470]"
P1=NN1,3H-diazaphosphirene,cyclic,"[536, 1470]"
P1N=N1,3H-diazaphosphirene,cyclic,"[536, 1470]"
P1OOC=CC=C1,3H-dioxaphosphepine,cyclic,"[536, 1543]"
P1OOC=C1,3H-dioxaphosphole,cyclic,"[536, 1502]"
P=1PCC=C1,3H-diphosphole,cyclic,[]
c1cccc2c1N=CC2,3H-indole,cyclic,[]
C1C=C2C=CC=CC2=CO1,3H-isochromene,cyclic,[]
S1PC=CO1,3H-oxathiaphosphole,cyclic,[]
P=1C=CCC1,3H-phosphole,cyclic,[]
P1N=NCCCC1,"4,5,6,7-tetrahydro-3H-diazaphosphepine",cyclic,[]
C1=NCCS1,"4,5-Dihydrothiazole",cyclic,[]
P1=CNOC1,"4,5-dihydro-1,2,4-oxazaphosphole",cyclic,[]
P1C=NOC1,"4,5-dihydro-1,2,4-oxazaphosphole",cyclic,"[1875, 1876]"
P1ON=CC1,"4,5-dihydro-1,2,5-oxazaphosphole",cyclic,[]
P1OC=CCCO1,"4,5-dihydro-1,3,2-dioxaphosphepine",cyclic,[]
P1=[O+]CCO1,"4,5-dihydro-1,3,2-dioxaphosphol-1-ium",cyclic,[]
P=1OCCN1,"4,5-dihydro-1,3,2-oxazaphosphole",cyclic,[]
S1P=NCC1,"4,5-dihydro-1,3,2-thiazaphosphole",cyclic,"[1471, 1542]"
P1N=COC1,"4,5-dihydro-1,3,4-oxazaphosphole",cyclic,"[1470, 1542]"
S1C=NPC1,"4,5-dihydro-1,3,4-thiazaphosphole",cyclic,"[1870, 1876]"
P=1C=PCCC1,"4,5-dihydro-1,3-diphosphinine",cyclic,"[1766, 1817]"
S1C=PCC1,"4,5-dihydro-1,3-thiaphosphole",cyclic,"[1688, 1766]"
P1=NCCN1,"4,5-dihydro-1H-1,3,2-diazaphosphole",cyclic,"[1687, 1765]"
P1=CPCC1,"4,5-dihydro-1H-1,3-diphosphole",cyclic,"[1688, 1766]"
P=1NCCC1,"4,5-dihydro-1H-azaphosphole",cyclic,"[1765, 1876]"
P=1PCCC1,"4,5-dihydro-1H-diphosphole",cyclic,"[1766, 1877]"
P1C=CCCC=C1,"4,5-dihydro-1H-phosphepine",cyclic,[1816]
P1=PCCP1,"4,5-dihydro-1H-triphosphole",cyclic,"[46, 1776, 1877]"
P1C=NCC1,"4,5-dihydro-3H-1,3-azaphosphole",cyclic,"[1774, 1877]"
P=1PCCN1,"4,5-dihydro-3H-azadiphosphole",cyclic,"[46, 1776, 1877]"
P1=PCNP1,"4,5-dihydro-3H-azatriphosphole",cyclic,"[1774, 1877]"
P=1PPCN1,"4,5-dihydro-3H-azatriphosphole",cyclic,"[46, 1542, 1776]"
P1N=NCC1,"4,5-dihydro-3H-diazaphosphole",cyclic,[]
P1N=NNC1,"4,5-dihydro-3H-triazaphosphole",cyclic,"[1542, 1774]"
P1NN=NC1,"4,5-dihydro-3H-triazaphosphole",cyclic,"[179, 2034]"
P1N=NOC1,"4,5-dihydrooxadiazaphosphole",cyclic,"[1687, 2034]"
P=1OCCC1,"4,5-dihydrooxaphosphole",cyclic,"[461, 1877]"
S1P=PCC1,"4,5-dihydrothiadiphosphole",cyclic,"[45, 1877, 2063]"
S1P=CCC1,"4,5-dihydrothiaphosphole",cyclic,"[1877, 2062]"
S1N=PCC1,"4,5-dihydrothiazaphosphole",cyclic,"[45, 1877, 2063]"
P=1P=CCCP1,"4,5-dihydrotriphosphinine",cyclic,"[1877, 2062]"
P1OCC=CCO1,"4,7-dihydro-1,3,2-dioxaphosphepine",cyclic,"[45, 1542, 2063]"
P1OOCC=CC1,"4,7-dihydro-3H-dioxaphosphepine",cyclic,"[1542, 2062]"
N1C2C1CCNCC2,"4,8-diazabicyclo[5.1.0]octane",cyclic,[]
n1c2c1ccncc2,"4,8-diazabicyclo[5.1.0]octane",cyclic,[17]
N1C2C(C1)CCNCC2,"4,8-diazabicyclo[5.2.0]nonane",cyclic,[]
N1=CCCCC=C1,4-5-dihydroazepine,cyclic,[]
C1C(=O)NC=N1,4-Imidazolone,cyclic,[]
N1CCC2C(C2)CC1,4-azabicyclo[5.1.0]octane,cyclic,[]
n1ccc2c(c2)cc1,4-azabicyclo[5.1.0]octane,cyclic,[17]
N1CCC2C(CC1)CC2,4-azabicyclo[5.2.0]nonane,cyclic,[]
c1ccnc2c1ncc2,4-azaindole,cyclic,[]
O1C2N(NC1)C2,"4-oxa-1,2-diazabicyclo[3.1.0]hexane",cyclic,"[1875, 1876]"
O1C2N(NC1)CC2,"4-oxa-1,2-diazabicyclo[3.2.0]heptane",cyclic,"[260, 1476]"
O1C2N(N2)CC1,"4-oxa-1,6-diazabicyclo[3.1.0]hexane",cyclic,"[249, 1510]"
O1CC2N(N2)CC1,"4-oxa-1,7-diazabicyclo[4.1.0]heptane",cyclic,"[1471, 1510]"
O1CCN2N(CC1)CC2,"4-oxa-1,7-diazabicyclo[5.2.0]nonane",cyclic,"[1470, 1510]"
O1C2N(C2)CC1,4-oxa-1-azabicyclo[3.1.0]hexane,cyclic,[1476]
O1C2N(CC1)CC2,4-oxa-1-azabicyclo[3.2.0]heptane,cyclic,[]
O1CC2N(C2)CC1,4-oxa-1-azabicyclo[4.1.0]heptane,cyclic,"[1870, 1876]"
O1CC2N(CC1)CC2,4-oxa-1-azabicyclo[4.2.0]octane,cyclic,"[1766, 1797]"
O1CCN2C(CC1)CC2,4-oxa-1-azabicyclo[5.2.0]nonane,cyclic,"[1766, 1798]"
O1CNC2C(C1)C2,4-oxa-2-azabicyclo[4.1.0]heptane,cyclic,"[447, 1798]"
O1CCC2NCC2CC1,4-oxa-8-azabicyclo[5.2.0]nonane,cyclic,"[46, 1558, 1776]"
O1CCC2C(C2)CC1,4-oxabicyclo[5.1.0]octane,cyclic,"[1777, 1869]"
O1CCC2C(CC1)CC2,4-oxabicyclo[5.2.0]nonane,cyclic,"[46, 1776, 1797]"
S1C2N(N2)CC1,"4-thia-1,6-diazabicyclo[3.1.0]hexane",cyclic,"[1777, 1815]"
S1C2N(C2)CC1,4-thia-1-azabicyclo[3.1.0]hexane,cyclic,"[46, 1776, 1798]"
S1C2N(CC1)CC2,4-thia-1-azabicyclo[3.2.0]heptane,cyclic,"[1777, 1870]"
S1CC2N(CC1)CC2,4-thia-1-azabicyclo[4.2.0]octane,cyclic,"[1774, 1798]"
S1CCN2C(CC1)CC2,4-thia-1-azabicyclo[5.2.0]nonane,cyclic,"[46, 1776, 1798]"
S1C2NCC2NC1,"4-thia-2,6-diazabicyclo[3.2.0]heptane",cyclic,"[1777, 1870]"
S1CCC2NCC2CC1,4-thia-8-azabicyclo[5.2.0]nonane,cyclic,"[1774, 1798]"
S1CCC2C(C2)CC1,4-thiabicyclo[5.1.0]octane,cyclic,"[46, 1510, 1776]"
S1CCC2C(CC1)CC2,4-thiabicyclo[5.2.0]nonane,cyclic,"[1476, 1777]"
P1C=NN=C1,"4H-1,2,4-diazaphosphole",cyclic,"[1510, 1774]"
P=1C=NNC1,"4H-1,2,4-diazaphosphole",cyclic,"[1797, 2035]"
C1C=NOC=C1,"4H-1,2-oxazine",cyclic,"[430, 461]"
P1OC=CCO1,"4H-1,3,2-dioxaphosphinine",cyclic,"[45, 1798, 2063]"
P1OC=CC=CCO1,"4H-1,3,2-dioxaphosphocine",cyclic,"[1870, 2064]"
